date,terminal,hour,wait_time_minutes
2024-03-09,A,15,18.1
2024-03-09,A,16,54.1
2024-03-09,A,17,25.4
2024-03-09,A,18,36.2
2024-03-09,A,19,28.9
2024-03-09,A,20,17.4
2024-03-09,A,21,19.2
2024-03-09,A,22,26.5
2024-03-09,B,6,17.8
2024-03-09,B,7,52.6
2024-03-09,B,8,48.0
2024-03-09,B,9,54.7
2024-03-09,B,10,19.6
2024-03-09,B,11,22.6
2024-03-09,B,12,31.6
2024-03-09,B,13,21.6
2024-03-09,B,14,23.5
2024-03-09,B,15,31.2
2024-03-09,B,16,32.3
2024-03-09,B,17,56.7
2024-03-09,B,18,36.4
2024-03-09,B,19,53.1
2024-03-09,B,20,21.9
2024-03-09,B,21,25.8
2024-03-09,B,22,18.0
2024-03-09,C,6,18.9
2024-03-09,C,7,55.5
2024-03-09,C,8,44.4
2024-03-09,C,9,36.3
2024-03-09,C,10,16.6
2024-03-09,C,11,14.1
2024-03-09,C,12,25.0
2024-03-09,C,13,16.2
2024-03-09,C,14,13.5
2024-03-09,C,15,19.8
2024-03-09,C,16,41.8
2024-03-09,C,17,49.3
2024-03-09,C,18,49.9
2024-03-09,C,19,59.6
2024-03-09,C,20,26.0
2024-03-09,C,21,21.4
2024-03-09,C,22,19.9
2024-03-09,D,6,26.2
2024-03-09,D,7,51.2
2024-03-09,D,8,46.6
2024-03-09,D,9,58.5
2024-03-09,D,10,14.7
2024-03-09,D,11,23.6
2024-03-09,D,12,15.8
2024-03-09,D,13,26.1
2024-03-09,D,14,16.8
2024-03-09,D,15,17.2
2024-03-09,D,16,40.3
2024-03-09,D,17,49.5
2024-03-09,D,18,49.4
2024-03-09,D,19,38.4
2024-03-09,D,20,20.2
2024-03-09,D,21,27.7
2024-03-09,D,22,19.9
2024-03-09,E,6,24.5
2024-03-09,E,7,70.6
2024-03-09,E,8,47.3
2024-03-09,E,9,46.3
2024-03-09,E,10,15.6
2024-03-09,E,11,19.5
2024-03-09,E,12,22.6
2024-03-09,E,13,15.0
2024-03-09,E,14,22.3
2024-03-09,E,15,20.1
2024-03-09,E,16,37.2
2024-03-09,E,17,37.6
2024-03-09,E,18,37.8
2024-03-09,E,19,40.3
2024-03-09,E,20,25.3
2024-03-09,E,21,20.0
2024-03-09,E,22,30.0
2024-03-09,F,6,19.7
2024-03-09,F,7,51.0
2024-03-09,F,8,60.5
2024-03-09,F,9,55.7
2024-03-09,F,10,27.6
2024-03-09,F,11,20.5
2024-03-09,F,12,22.4
2024-03-09,F,13,18.0
2024-03-09,F,14,22.2
2024-03-09,F,15,29.4
2024-03-09,F,16,39.2
2024-03-09,F,17,36.4
2024-03-09,F,18,59.0
2024-03-09,F,19,59.7
2024-03-09,F,20,25.7
2024-03-09,F,21,20.3
2024-03-09,F,22,23.9
2024-03-10,A,6,20.1
2024-03-10,A,7,50.0
2024-03-10,A,8,52.0
2024-03-10,A,9,65.1
2024-03-10,A,10,24.1
2024-03-10,A,11,14.4
2024-03-10,A,12,22.1
2024-03-10,A,13,23.6
2024-03-10,A,14,19.2
2024-03-10,A,15,29.2
2024-03-10,A,16,42.9
2024-03-10,A,17,48.1
2024-03-10,A,18,38.4
2024-03-10,A,19,42.7
2024-03-10,A,20,20.6
2024-03-10,A,21,20.1
2024-03-10,A,22,24.7
2024-03-10,B,6,20.2
2024-03-10,B,7,65.5
2024-03-10,B,8,68.3
2024-03-10,B,9,50.9
2024-03-10,B,10,23.8
2024-03-10,B,11,20.7
2024-03-10,B,12,23.3
2024-03-10,B,13,16.4
2024-03-10,B,14,23.5
2024-03-10,B,15,20.7
2024-03-10,B,16,38.1
2024-03-10,B,17,43.1
2024-03-10,B,18,57.6
2024-03-10,B,19,54.5
2024-03-10,B,20,22.2
2024-03-10,B,21,24.6
2024-03-10,B,22,20.6
2024-03-10,C,6,19.7
2024-03-10,C,7,55.1
2024-03-10,C,8,54.4
2024-03-10,C,9,52.2
2024-03-10,C,10,16.4
2024-03-10,C,11,32.8
2024-03-10,C,12,17.6
2024-03-10,C,13,20.5
2024-03-10,C,14,15.0
2024-03-10,C,15,20.5
2024-03-10,C,16,43.3
2024-03-10,C,17,30.8
2024-03-10,C,18,37.7
2024-03-10,C,19,58.0
2024-03-10,C,20,23.7
2024-03-10,C,21,23.0
2024-03-10,C,22,24.4
2024-03-10,D,6,24.1
2024-03-10,D,7,42.5
2024-03-10,D,8,58.9
2024-03-10,D,9,51.7
2024-03-10,D,10,24.0
2024-03-10,D,11,22.8
2024-03-10,D,12,16.9
2024-03-10,D,13,21.5
2024-03-10,D,14,18.4
2024-03-10,D,15,26.4
2024-03-10,D,16,54.3
2024-03-10,D,17,41.1
2024-03-10,D,18,40.8
2024-03-10,D,19,45.4
2024-03-10,D,20,15.5
2024-03-10,D,21,12.2
2024-03-10,D,22,17.6
2024-03-10,E,6,22.5
2024-03-10,E,7,57.4
2024-03-10,E,8,63.4
2024-03-10,E,9,47.3
2024-03-10,E,10,20.9
2024-03-10,E,11,24.4
2024-03-10,E,12,19.8
2024-03-10,E,13,24.8
2024-03-10,E,14,20.4
2024-03-10,E,15,19.4
2024-03-10,E,16,36.3
2024-03-10,E,17,49.3
2024-03-10,E,18,38.2
2024-03-10,E,19,41.5
2024-03-10,E,20,15.6
2024-03-10,E,21,22.5
2024-03-10,E,22,21.2
2024-03-10,F,6,18.5
2024-03-10,F,7,47.6
2024-03-10,F,8,46.3
2024-03-10,F,9,41.5
2024-03-10,F,10,25.9
2024-03-10,F,11,18.7
2024-03-10,F,12,18.9
2024-03-10,F,13,15.3
2024-03-10,F,14,19.6
2024-03-10,F,15,19.0
2024-03-10,F,16,57.4
2024-03-10,F,17,50.1
2024-03-10,F,18,37.3
2024-03-10,F,19,30.7
2024-03-10,F,20,24.3
2024-03-10,F,21,15.7
2024-03-10,F,22,14.3
2024-03-11,A,6,9.5
2024-03-11,A,7,36.4
2024-03-11,A,8,39.6
2024-03-11,A,9,36.7
2024-03-11,A,10,13.4
2024-03-11,A,11,16.3
2024-03-11,A,12,17.8
2024-03-11,A,13,17.0
2024-03-11,A,14,13.4
2024-03-11,A,15,16.1
2024-03-11,A,16,57.6
2024-03-11,A,17,31.6
2024-03-11,A,18,44.4
2024-03-11,A,19,44.1
2024-03-11,A,20,11.8
2024-03-11,A,21,13.2
2024-03-11,A,22,16.6
2024-03-11,B,6,17.5
2024-03-11,B,7,40.8
2024-03-11,B,8,29.4
2024-03-11,B,9,49.0
2024-03-11,B,10,13.7
2024-03-11,B,11,13.0
2024-03-11,B,12,11.3
2024-03-11,B,13,15.0
2024-03-11,B,14,12.8
2024-03-11,B,15,7.8
2024-03-11,B,16,36.5
2024-03-11,B,17,40.6
2024-03-11,B,18,27.0
2024-03-11,B,19,34.0
2024-03-11,B,20,11.1
2024-03-11,B,21,16.9
2024-03-11,B,22,18.9
2024-03-11,C,6,20.3
2024-03-11,C,7,48.7
2024-03-11,C,8,32.9
2024-03-11,C,9,38.1
2024-03-11,C,10,14.0
2024-03-11,C,11,20.0
2024-03-11,C,12,14.9
2024-03-11,C,13,21.3
2024-03-11,C,14,12.8
2024-03-11,C,15,23.5
2024-03-11,C,16,31.8
2024-03-11,C,17,34.9
2024-03-11,C,18,36.7
2024-03-11,C,19,43.1
2024-03-11,C,20,12.8
2024-03-11,C,21,15.9
2024-03-11,C,22,24.6
2024-03-11,D,6,15.2
2024-03-11,D,7,60.0
2024-03-11,D,8,49.5
2024-03-11,D,9,50.3
2024-03-11,D,10,20.4
2024-03-11,D,11,14.0
2024-03-11,D,12,10.4
2024-03-11,D,13,10.1
2024-03-11,D,14,12.7
2024-03-11,D,15,13.1
2024-03-11,D,16,40.7
2024-03-11,D,17,40.8
2024-03-11,D,18,41.5
2024-03-11,D,19,30.4
2024-03-11,D,20,22.1
2024-03-11,D,21,9.8
2024-03-11,D,22,15.9
2024-03-11,E,6,18.5
2024-03-11,E,7,24.2
2024-03-11,E,8,40.9
2024-03-11,E,9,54.6
2024-03-11,E,10,23.6
2024-03-11,E,11,11.7
2024-03-11,E,12,20.2
2024-03-11,E,13,22.9
2024-03-11,E,14,17.1
2024-03-11,E,15,13.1
2024-03-11,E,16,32.6
2024-03-11,E,17,34.8
2024-03-11,E,18,42.7
2024-03-11,E,19,22.3
2024-03-11,E,20,10.6
2024-03-11,E,21,9.2
2024-03-11,E,22,11.9
2024-03-11,F,6,20.9
2024-03-11,F,7,40.0
2024-03-11,F,8,34.0
2024-03-11,F,9,48.5
2024-03-11,F,10,15.0
2024-03-11,F,11,20.9
2024-03-11,F,12,15.1
2024-03-11,F,13,15.8
2024-03-11,F,14,21.1
2024-03-11,F,15,19.4
2024-03-11,F,16,20.0
2024-03-11,F,17,33.2
2024-03-11,F,18,44.5
2024-03-11,F,19,51.6
2024-03-11,F,20,11.2
2024-03-11,F,21,15.1
2024-03-11,F,22,13.2
2024-03-12,A,6,22.8
2024-03-12,A,7,43.6
2024-03-12,A,8,58.2
2024-03-12,A,9,51.7
2024-03-12,A,10,25.3
2024-03-12,A,11,24.1
2024-03-12,A,12,27.3
2024-03-12,A,13,20.5
2024-03-12,A,14,15.9
2024-03-12,A,15,16.7
2024-03-12,A,16,34.5
2024-03-12,A,17,37.0
2024-03-12,A,18,50.1
2024-03-12,A,19,59.9
2024-03-12,A,20,17.5
2024-03-12,A,21,27.8
2024-03-12,A,22,23.5
2024-03-12,B,6,15.2
2024-03-12,B,7,50.1
2024-03-12,B,8,31.1
2024-03-12,B,9,43.1
2024-03-12,B,10,15.9
2024-03-12,B,11,26.6
2024-03-12,B,12,21.5
2024-03-12,B,13,19.9
2024-03-12,B,14,19.0
2024-03-12,B,15,18.8
2024-03-12,B,16,47.4
2024-03-12,B,17,47.4
2024-03-12,B,18,32.5
2024-03-12,B,19,57.1
2024-03-12,B,20,25.5
2024-03-12,B,21,17.9
2024-03-12,B,22,25.9
2024-03-12,C,6,27.1
2024-03-12,C,7,54.2
2024-03-12,C,8,46.7
2024-03-12,C,9,32.4
2024-03-12,C,10,27.8
2024-03-12,C,11,15.7
2024-03-12,C,12,13.7
2024-03-12,C,13,18.1
2024-03-12,C,14,19.1
2024-03-12,C,15,20.4
2024-03-12,C,16,45.5
2024-03-12,C,17,51.5
2024-03-12,C,18,48.3
2024-03-12,C,19,45.7
2024-03-12,C,20,25.3
2024-03-12,C,21,13.9
2024-03-12,C,22,15.9
2024-03-12,D,6,22.5
2024-03-12,D,7,39.9
2024-03-12,D,8,67.7
2024-03-12,D,9,48.2
2024-03-12,D,10,16.4
2024-03-12,D,11,17.3
2024-03-12,D,12,20.1
2024-03-12,D,13,15.5
2024-03-12,D,14,11.3
2024-03-12,D,15,26.3
2024-03-12,D,16,46.1
2024-03-12,D,17,44.8
2024-03-12,D,18,44.4
2024-03-12,D,19,37.7
2024-03-12,D,20,17.2
2024-03-12,D,21,25.6
2024-03-12,D,22,20.0
2024-03-12,E,6,31.8
2024-03-12,E,7,56.8
2024-03-12,E,8,50.9
2024-03-12,E,9,56.5
2024-03-12,E,10,14.6
2024-03-12,E,11,27.3
2024-03-12,E,12,22.3
2024-03-12,E,13,20.9
2024-03-12,E,14,13.1
2024-03-12,E,15,22.8
2024-03-12,E,16,39.2
2024-03-12,E,17,50.3
2024-03-12,E,18,44.0
2024-03-12,E,19,64.9
2024-03-12,E,20,28.8
2024-03-12,E,21,24.1
2024-03-12,E,22,19.1
2024-03-12,F,6,13.4
2024-03-12,F,7,38.1
2024-03-12,F,8,61.1
2024-03-12,F,9,40.8
2024-03-12,F,10,16.4
2024-03-12,F,11,27.5
2024-03-12,F,12,17.9
2024-03-12,F,13,20.3
2024-03-12,F,14,21.8
2024-03-12,F,15,29.2
2024-03-12,F,16,49.6
2024-03-12,F,17,43.8
2024-03-12,F,18,54.7
2024-03-12,F,19,40.3
2024-03-12,F,20,21.5
2024-03-12,F,21,26.4
2024-03-12,F,22,23.6
2024-03-13,A,6,16.9
2024-03-13,A,7,33.7
2024-03-13,A,8,27.2
2024-03-13,A,9,41.2
2024-03-13,A,10,8.9
2024-03-13,A,11,17.0
2024-03-13,A,12,9.6
2024-03-13,A,13,9.2
2024-03-13,A,14,23.0
2024-03-13,A,15,24.6
2024-03-13,A,16,47.9
2024-03-13,A,17,34.3
2024-03-13,A,18,31.1
2024-03-13,A,19,38.2
2024-03-13,A,20,27.7
2024-03-13,A,21,18.5
2024-03-13,A,22,16.4
2024-03-13,B,6,22.1
2024-03-13,B,7,35.4
2024-03-13,B,8,46.0
2024-03-13,B,9,40.6
2024-03-13,B,10,14.5
2024-03-13,B,11,17.2
2024-03-13,B,12,20.3
2024-03-13,B,13,8.7
2024-03-13,B,14,18.5
2024-03-13,B,15,16.2
2024-03-13,B,16,34.9
2024-03-13,B,17,37.8
2024-03-13,B,18,28.7
2024-03-13,B,19,39.4
2024-03-13,B,20,15.2
2024-03-13,B,21,16.8
2024-03-13,B,22,13.8
2024-03-13,C,6,14.9
2024-03-13,C,7,40.6
2024-03-13,C,8,42.5
2024-03-13,C,9,45.1
2024-03-13,C,10,10.0
2024-03-13,C,11,21.7
2024-03-13,C,12,21.5
2024-03-13,C,13,8.9
2024-03-13,C,14,20.6
2024-03-13,C,15,14.0
2024-03-13,C,16,36.5
2024-03-13,C,17,36.3
2024-03-13,C,18,42.6
2024-03-13,C,19,27.6
2024-03-13,C,20,21.0
2024-03-13,C,21,19.0
2024-03-13,C,22,11.7
2024-03-13,D,6,20.8
2024-03-13,D,7,48.5
2024-03-13,D,8,37.7
2024-03-13,D,9,35.6
2024-03-13,D,10,21.9
2024-03-13,D,11,17.4
2024-03-13,D,12,15.6
2024-03-13,D,13,17.8
2024-03-13,D,14,9.9
2024-03-13,D,15,17.3
2024-03-13,D,16,33.4
2024-03-13,D,17,37.3
2024-03-13,D,18,49.7
2024-03-13,D,19,49.1
2024-03-13,D,20,19.9
2024-03-13,D,21,18.4
2024-03-13,D,22,18.6
2024-03-13,E,6,18.4
2024-03-13,E,7,45.9
2024-03-13,E,8,43.3
2024-03-13,E,9,48.1
2024-03-13,E,10,14.0
2024-03-13,E,11,14.2
2024-03-13,E,12,14.0
2024-03-13,E,13,16.4
2024-03-13,E,14,19.1
2024-03-13,E,15,12.8
2024-03-13,E,16,43.7
2024-03-13,E,17,39.1
2024-03-13,E,18,44.6
2024-03-13,E,19,49.3
2024-03-13,E,20,19.2
2024-03-13,E,21,11.2
2024-03-13,E,22,14.6
2024-03-13,F,6,11.2
2024-03-13,F,7,44.2
2024-03-13,F,8,46.1
2024-03-13,F,9,37.3
2024-03-13,F,10,15.4
2024-03-13,F,11,14.5
2024-03-13,F,12,19.1
2024-03-13,F,13,22.5
2024-03-13,F,14,15.9
2024-03-13,F,15,16.5
2024-03-13,F,16,29.6
2024-03-13,F,17,35.5
2024-03-13,F,18,34.0
2024-03-13,F,19,23.1
2024-03-13,F,20,11.0
2024-03-13,F,21,14.0
2024-03-13,F,22,20.3
2024-03-14,A,6,16.1
2024-03-14,A,7,48.7
2024-03-14,A,8,39.0
2024-03-14,A,9,40.2
2024-03-14,A,10,15.1
2024-03-14,A,11,15.5
2024-03-14,A,12,20.1
2024-03-14,A,13,10.6
2024-03-14,A,14,16.5
2024-03-14,A,15,16.9
2024-03-14,A,16,37.5
2024-03-14,A,17,37.2
2024-03-14,A,18,35.0
2024-03-14,A,19,40.6
2024-03-14,A,20,17.5
2024-03-14,A,21,18.7
2024-03-14,A,22,22.0
2024-03-14,B,6,12.8
2024-03-14,B,7,45.9
2024-03-14,B,8,34.5
2024-03-14,B,9,29.4
2024-03-14,B,10,16.9
2024-03-14,B,11,19.7
2024-03-14,B,12,15.4
2024-03-14,B,13,13.6
2024-03-14,B,14,15.1
2024-03-14,B,15,18.2
2024-03-14,B,16,32.6
2024-03-14,B,17,38.8
2024-03-14,B,18,38.1
2024-03-14,B,19,45.1
2024-03-14,B,20,16.6
2024-03-14,B,21,12.3
2024-03-14,B,22,16.9
2024-03-14,C,6,19.1
2024-03-14,C,7,30.8
2024-03-14,C,8,29.6
2024-03-14,C,9,36.2
2024-03-14,C,10,18.5
2024-03-14,C,11,17.8
2024-03-14,C,12,13.8
2024-03-14,C,13,12.9
2024-03-14,C,14,12.6
2024-03-14,C,15,18.2
2024-03-14,C,16,46.5
2024-03-14,C,17,37.1
2024-03-14,C,18,31.2
2024-03-14,C,19,38.6
2024-03-14,C,20,23.7
2024-03-14,C,21,11.9
2024-03-14,C,22,12.6
2024-03-14,D,6,14.2
2024-03-14,D,7,47.1
2024-03-14,D,8,39.2
2024-03-14,D,9,40.8
2024-03-14,D,10,20.9
2024-03-14,D,11,26.5
2024-03-14,D,12,13.6
2024-03-14,D,13,22.1
2024-03-14,D,14,14.7
2024-03-14,D,15,8.1
2024-03-14,D,16,53.7
2024-03-14,D,17,31.4
2024-03-14,D,18,41.6
2024-03-14,D,19,41.9
2024-03-14,D,20,12.8
2024-03-14,D,21,20.4
2024-03-14,D,22,8.7
2024-03-14,E,6,17.8
2024-03-14,E,7,31.2
2024-03-14,E,8,47.5
2024-03-14,E,9,38.4
2024-03-14,E,10,14.7
2024-03-14,E,11,22.0
2024-03-14,E,12,7.0
2024-03-14,E,13,19.3
2024-03-14,E,14,20.1
2024-03-14,E,15,17.2
2024-03-14,E,16,36.7
2024-03-14,E,17,25.4
2024-03-14,E,18,28.0
2024-03-14,E,19,45.0
2024-03-14,E,20,16.6
2024-03-14,E,21,26.2
2024-03-14,E,22,20.4
2024-03-14,F,6,18.6
2024-03-14,F,7,40.6
2024-03-14,F,8,43.2
2024-03-14,F,9,52.6
2024-03-14,F,10,16.7
2024-03-14,F,11,14.7
2024-03-14,F,12,13.5
2024-03-14,F,13,13.4
2024-03-14,F,14,12.6
2024-03-14,F,15,13.8
2024-03-14,F,16,29.6
2024-03-14,F,17,39.8
2024-03-14,F,18,24.3
2024-03-14,F,19,34.8
2024-03-14,F,20,26.5
2024-03-14,F,21,15.0
2024-03-14,F,22,15.4
2024-03-15,A,6,21.0
2024-03-15,A,7,34.3
2024-03-15,A,8,35.6
2024-03-15,A,9,36.8
2024-03-15,A,10,16.5
2024-03-15,A,11,17.2
2024-03-15,A,12,10.3
2024-03-15,A,13,21.1
2024-03-15,A,14,21.3
2024-03-15,A,15,13.2
2024-03-15,A,16,35.9
2024-03-15,A,17,50.5
2024-03-15,A,18,44.1
2024-03-15,A,19,30.3
2024-03-15,A,20,12.3
2024-03-15,A,21,23.4
2024-03-15,A,22,13.5
2024-03-15,B,6,14.4
2024-03-15,B,7,42.7
2024-03-15,B,8,45.6
2024-03-15,B,9,49.0
2024-03-15,B,10,12.1
2024-03-15,B,11,16.4
2024-03-15,B,12,17.2
2024-03-15,B,13,15.5
2024-03-15,B,14,18.7
2024-03-15,B,15,13.3
2024-03-15,B,16,37.8
2024-03-15,B,17,26.2
2024-03-15,B,18,32.7
2024-03-15,B,19,35.8
2024-03-15,B,20,17.2
2024-03-15,B,21,14.5
2024-03-15,B,22,15.1
2024-03-15,C,6,16.7
2024-03-15,C,7,40.8
2024-03-15,C,8,58.7
2024-03-15,C,9,40.3
2024-03-15,C,10,21.8
2024-03-15,C,11,12.5
2024-03-15,C,12,12.2
2024-03-15,C,13,8.1
2024-03-15,C,14,10.9
2024-03-15,C,15,20.8
2024-03-15,C,16,45.5
2024-03-15,C,17,36.3
2024-03-15,C,18,36.4
2024-03-15,C,19,38.6
2024-03-15,C,20,26.9
2024-03-15,C,21,17.7
2024-03-15,C,22,17.5
2024-03-15,D,6,14.4
2024-03-15,D,7,69.5
2024-03-15,D,8,44.8
2024-03-15,D,9,43.8
2024-03-15,D,10,9.4
2024-03-15,D,11,13.1
2024-03-15,D,12,10.7
2024-03-15,D,13,15.7
2024-03-15,D,14,12.0
2024-03-15,D,15,18.0
2024-03-15,D,16,40.4
2024-03-15,D,17,24.3
2024-03-15,D,18,34.4
2024-03-15,D,19,53.0
2024-03-15,D,20,20.4
2024-03-15,D,21,19.5
2024-03-15,D,22,17.0
2024-03-15,E,6,10.1
2024-03-15,E,7,32.9
2024-03-15,E,8,34.6
2024-03-15,E,9,35.1
2024-03-15,E,10,15.2
2024-03-15,E,11,13.2
2024-03-15,E,12,19.2
2024-03-15,E,13,11.7
2024-03-15,E,14,9.6
2024-03-15,E,15,11.4
2024-03-15,E,16,33.9
2024-03-15,E,17,30.8
2024-03-15,E,18,36.6
2024-03-15,E,19,29.9
2024-03-15,E,20,18.1
2024-03-15,E,21,15.2
2024-03-15,E,22,16.0
2024-03-15,F,6,14.1
2024-03-15,F,7,40.7
2024-03-15,F,8,42.0
2024-03-15,F,9,34.1
2024-03-15,F,10,12.5
2024-03-15,F,11,14.8
2024-03-15,F,12,11.9
2024-03-15,F,13,22.6
2024-03-15,F,14,16.2
2024-03-15,F,15,13.6
2024-03-15,F,16,37.9
2024-03-15,F,17,30.6
2024-03-15,F,18,35.5
2024-03-15,F,19,48.2
2024-03-15,F,20,14.3
2024-03-15,F,21,17.3
2024-03-15,F,22,13.1
2024-03-16,A,6,23.3
2024-03-16,A,7,56.0
2024-03-16,A,8,40.8
2024-03-16,A,9,65.0
2024-03-16,A,10,12.6
2024-03-16,A,11,17.1
2024-03-16,A,12,20.9
2024-03-16,A,13,26.2
2024-03-16,A,14,25.8
2024-03-16,A,15,18.0
2024-03-16,A,16,56.7
2024-03-16,A,17,50.0
2024-03-16,A,18,44.6
2024-03-16,A,19,48.8
2024-03-16,A,20,17.5
2024-03-16,A,21,20.9
2024-03-16,A,22,17.6
2024-03-16,B,6,20.1
2024-03-16,B,7,55.6
2024-03-16,B,8,43.9
2024-03-16,B,9,57.9
2024-03-16,B,10,17.3
2024-03-16,B,11,16.0
2024-03-16,B,12,28.1
2024-03-16,B,13,28.2
2024-03-16,B,14,16.7
2024-03-16,B,15,17.4
2024-03-16,B,16,45.4
2024-03-16,B,17,42.9
2024-03-16,B,18,32.1
2024-03-16,B,19,51.2
2024-03-16,B,20,27.1
2024-03-16,B,21,26.9
2024-03-16,B,22,18.9
2024-03-16,C,6,18.8
2024-03-16,C,7,57.9
2024-03-16,C,8,54.5
2024-03-16,C,9,41.0
2024-03-16,C,10,27.3
2024-03-16,C,11,17.0
2024-03-16,C,12,22.1
2024-03-16,C,13,27.8
2024-03-16,C,14,16.4
2024-03-16,C,15,20.6
2024-03-16,C,16,58.3
2024-03-16,C,17,37.3
2024-03-16,C,18,36.9
2024-03-16,C,19,55.1
2024-03-16,C,20,18.1
2024-03-16,C,21,24.8
2024-03-16,C,22,21.7
2024-03-16,D,6,24.4
2024-03-16,D,7,47.5
2024-03-16,D,8,58.6
2024-03-16,D,9,48.1
2024-03-16,D,10,18.5
2024-03-16,D,11,34.0
2024-03-16,D,12,23.0
2024-03-16,D,13,18.6
2024-03-16,D,14,21.8
2024-03-16,D,15,20.0
2024-03-16,D,16,28.4
2024-03-16,D,17,47.0
2024-03-16,D,18,57.2
2024-03-16,D,19,51.9
2024-03-16,D,20,26.5
2024-03-16,D,21,23.6
2024-03-16,D,22,18.7
2024-03-16,E,6,20.2
2024-03-16,E,7,38.2
2024-03-16,E,8,51.7
2024-03-16,E,9,61.8
2024-03-16,E,10,18.2
2024-03-16,E,11,26.8
2024-03-16,E,12,20.1
2024-03-16,E,13,15.6
2024-03-16,E,14,19.7
2024-03-16,E,15,17.9
2024-03-16,E,16,51.1
2024-03-16,E,17,60.0
2024-03-16,E,18,47.1
2024-03-16,E,19,56.5
2024-03-16,E,20,30.2
2024-03-16,E,21,22.2
2024-03-16,E,22,21.0
2024-03-16,F,6,22.4
2024-03-16,F,7,61.7
2024-03-16,F,8,43.8
2024-03-16,F,9,62.0
2024-03-16,F,10,20.0
2024-03-16,F,11,15.6
2024-03-16,F,12,14.9
2024-03-16,F,13,24.6
2024-03-16,F,14,24.9
2024-03-16,F,15,12.7
2024-03-16,F,16,60.6
2024-03-16,F,17,49.6
2024-03-16,F,18,45.7
2024-03-16,F,19,49.0
2024-03-16,F,20,17.8
2024-03-16,F,21,23.1
2024-03-16,F,22,20.4
2024-03-17,A,6,25.6
2024-03-17,A,7,79.1
2024-03-17,A,8,75.2
2024-03-17,A,9,78.1
2024-03-17,A,10,38.7
2024-03-17,A,11,17.8
2024-03-17,A,12,34.3
2024-03-17,A,13,24.6
2024-03-17,A,14,22.2
2024-03-17,A,15,39.1
2024-03-17,A,16,56.9
2024-03-17,A,17,79.0
2024-03-17,A,18,60.6
2024-03-17,A,19,61.2
2024-03-17,A,20,35.0
2024-03-17,A,21,29.8
2024-03-17,A,22,23.0
2024-03-17,B,6,30.1
2024-03-17,B,7,67.3
2024-03-17,B,8,81.8
2024-03-17,B,9,88.2
2024-03-17,B,10,27.0
2024-03-17,B,11,22.6
2024-03-17,B,12,34.5
2024-03-17,B,13,39.0
2024-03-17,B,14,19.7
2024-03-17,B,15,21.7
2024-03-17,B,16,70.2
2024-03-17,B,17,69.3
2024-03-17,B,18,71.1
2024-03-17,B,19,87.7
2024-03-17,B,20,20.1
2024-03-17,B,21,19.9
2024-03-17,B,22,36.1
2024-03-17,C,6,16.2
2024-03-17,C,7,70.0
2024-03-17,C,8,86.2
2024-03-17,C,9,66.6
2024-03-17,C,10,26.4
2024-03-17,C,11,29.1
2024-03-17,C,12,25.1
2024-03-17,C,13,29.1
2024-03-17,C,14,40.7
2024-03-17,C,15,22.7
2024-03-17,C,16,48.6
2024-03-17,C,17,52.1
2024-03-17,C,18,74.7
2024-03-17,C,19,60.0
2024-03-17,C,20,31.4
2024-03-17,C,21,20.7
2024-03-17,C,22,29.0
2024-03-17,D,6,32.6
2024-03-17,D,7,54.8
2024-03-17,D,8,64.6
2024-03-17,D,9,85.8
2024-03-17,D,10,26.8
2024-03-17,D,11,30.5
2024-03-17,D,12,32.1
2024-03-17,D,13,20.1
2024-03-17,D,14,29.5
2024-03-17,D,15,17.6
2024-03-17,D,16,53.2
2024-03-17,D,17,62.3
2024-03-17,D,18,42.0
2024-03-17,D,19,49.0
2024-03-17,D,20,17.8
2024-03-17,D,21,25.0
2024-03-17,D,22,26.8
2024-03-17,E,6,19.9
2024-03-17,E,7,56.7
2024-03-17,E,8,67.7
2024-03-17,E,9,69.3
2024-03-17,E,10,36.2
2024-03-17,E,11,32.7
2024-03-17,E,12,33.7
2024-03-17,E,13,24.8
2024-03-17,E,14,25.0
2024-03-17,E,15,33.2
2024-03-17,E,16,56.0
2024-03-17,E,17,54.2
2024-03-17,E,18,56.5
2024-03-17,E,19,59.1
2024-03-17,E,20,26.5
2024-03-17,E,21,31.5
2024-03-17,E,22,39.4
2024-03-17,F,6,27.2
2024-03-17,F,7,79.1
2024-03-17,F,8,56.2
2024-03-17,F,9,92.9
2024-03-17,F,10,21.9
2024-03-17,F,11,29.9
2024-03-17,F,12,37.5
2024-03-17,F,13,27.1
2024-03-17,F,14,18.9
2024-03-17,F,15,19.6
2024-03-17,F,16,66.7
2024-03-17,F,17,43.2
2024-03-17,F,18,63.5
2024-03-17,F,19,67.1
2024-03-17,F,20,30.4
2024-03-17,F,21,30.2
2024-03-17,F,22,15.5
2024-03-18,A,6,24.7
2024-03-18,A,7,33.9
2024-03-18,A,8,39.5
2024-03-18,A,9,51.6
2024-03-18,A,10,20.7
2024-03-18,A,11,18.1
2024-03-18,A,12,13.3
2024-03-18,A,13,20.4
2024-03-18,A,14,12.3
2024-03-18,A,15,17.5
2024-03-18,A,16,40.7
2024-03-18,A,17,31.6
2024-03-18,A,18,28.9
2024-03-18,A,19,30.2
2024-03-18,A,20,16.5
2024-03-18,A,21,20.8
2024-03-18,A,22,17.4
2024-03-18,B,6,16.3
2024-03-18,B,7,33.6
2024-03-18,B,8,28.6
2024-03-18,B,9,47.5
2024-03-18,B,10,19.6
2024-03-18,B,11,18.3
